transformed_feature,gain_importance
numeric__PREV_NAME_CASH_LOAN_PURPOSE_PURCHASE OF ELECTRONIC EQUIPMENT_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTS ON OTHER LOANS_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_MONEY FOR A THIRD PERSON_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE_RATE,0.0
numeric__PREV_PRODUCT_COMBINATION_POS OTHERS WITHOUT INTEREST_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_HOBBY_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATION / WATER SUPPLY_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAY EXPENSES_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_CAR REPAIRS_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A USED CAR_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOME_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOLIDAY HOME / LAND_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A GARAGE_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUSINESS DEVELOPMENT_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUILDING A HOUSE OR AN ANNEX_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_NAN,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_REFUSAL TO NAME THE GOAL,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_PURCHASE OF ELECTRONIC EQUIPMENT,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTS ON OTHER LOANS,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_OTHER,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_MONEY FOR A THIRD PERSON,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_HOBBY,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATION / WATER SUPPLY,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAY EXPENSES,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_CAR REPAIRS,0.0
numeric__INST_NUM_INSTALMENT_NUMBER_MIN,0.0
numeric__INST_NUM_INSTALMENT_VERSION_MIN,0.0
numeric__PREV_PRODUCT_COMBINATION_NAN_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A USED CAR,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A NEW CAR,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOME,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOLIDAY HOME / LAND,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A GARAGE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUSINESS DEVELOPMENT,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUILDING A HOUSE OR AN ANNEX,0.0
numeric__PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN_RATE,0.0
numeric__PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_RATE,0.0
numeric__PREV_FLAG_LAST_APPL_PER_CONTRACT_N_RATE,0.0
numeric__PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN,0.0
numeric__PREV_FLAG_LAST_APPL_PER_CONTRACT_Y,0.0
numeric__PREV_FLAG_LAST_APPL_PER_CONTRACT_N,0.0
numeric__PREV_WEEKDAY_APPR_PROCESS_START_NAN_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_URGENT NEEDS,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS,0.0
numeric__PREV_NFLAG_INSURED_ON_APPROVAL_MAX,0.0
numeric__PREV_NAME_CONTRACT_TYPE_NAN,0.0
numeric__PREV_NAME_CONTRACT_TYPE_XNA,0.0
numeric__PREV_NAME_CONTRACT_TYPE_REVOLVING LOANS,0.0
numeric__PREV_NAME_CONTRACT_TYPE_CASH LOANS,0.0
numeric__PREV_WEEKDAY_APPR_PROCESS_START_NAN,0.0
numeric__PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY,0.0
numeric__PREV_NAME_CONTRACT_TYPE_NAN_RATE,0.0
numeric__PREV_NAME_CONTRACT_TYPE_XNA_RATE,0.0
numeric__INST_INST_LATE_PAYMENT_FLAG_MIN,0.0
numeric__INST_INST_LATE_PAYMENT_FLAG_MAX,0.0
numeric__POS_SK_DPD_DEF_MIN,0.0
numeric__PREV_RATE_INTEREST_PRIVILEGED_MIN,0.0
numeric__PREV_RATE_INTEREST_PRIVILEGED_MEAN,0.0
numeric__PREV_RATE_INTEREST_PRIMARY_MIN,0.0
numeric__PREV_RATE_INTEREST_PRIMARY_MAX,0.0
numeric__PREV_RATE_INTEREST_PRIMARY_MEAN,0.0
numeric__POS_CNT_INSTALMENT_FUTURE_MIN,0.0
numeric__INST_INST_UNDERPAYMENT_FLAG_MIN,0.0
numeric__INST_INST_UNDERPAYMENT_FLAG_MAX,0.0
numeric__PREV_CNT_PAYMENT_MIN,0.0
numeric__PREV_NFLAG_INSURED_ON_APPROVAL_MIN,0.0
numeric__POS_STATUS_AMORTIZED DEBT_RATE,0.0
numeric__POS_STATUS_NAN,0.0
numeric__POS_STATUS_XNA,0.0
numeric__POS_STATUS_RETURNED TO THE STORE,0.0
numeric__POS_STATUS_DEMAND,0.0
numeric__POS_STATUS_CANCELED,0.0
numeric__PREV_NFLAG_LAST_APPL_IN_DAY_MIN,0.0
numeric__PREV_NFLAG_LAST_APPL_IN_DAY_MAX,0.0
numeric__PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0.0
numeric__POS_STATUS_AMORTIZED DEBT,0.0
numeric__POS_STATUS_NAN_RATE,0.0
numeric__BURO_BAL_BB_BAD_STATUS_COUNT_SUM,0.0
numeric__BURO_BAL_BB_STATUS_NAN_RATE_SUM,0.0
numeric__BURO_BAL_BB_STATUS_NAN_RATE_MAX,0.0
numeric__BURO_BAL_BB_STATUS_NAN_RATE_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_5_RATE_SUM,0.0
numeric__BURO_BAL_BB_STATUS_5_RATE_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_4_RATE_SUM,0.0
numeric__POS_STATUS_XNA_RATE,0.0
numeric__POS_STATUS_DEMAND_RATE,0.0
numeric__POS_STATUS_CANCELED_RATE,0.0
numeric__POS_STATUS_APPROVED_RATE,0.0
numeric__CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0.0
numeric__CC_AMT_DRAWINGS_CURRENT_MIN,0.0
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0.0
numeric__BURO_BAL_BB_STATUS_4_RATE_MAX,0.0
numeric__BURO_BAL_BB_STATUS_4_RATE_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_3_RATE_SUM,0.0
numeric__BURO_BAL_BB_STATUS_3_RATE_MAX,0.0
numeric__BURO_BAL_BB_STATUS_2_RATE_MAX,0.0
numeric__BURO_BAL_BB_STATUS_2_RATE_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_NAN_SUM,0.0
numeric__BURO_BAL_BB_STATUS_NAN_MAX,0.0
numeric__CC_AMT_INST_MIN_REGULARITY_MIN,0.0
numeric__BURO_BAL_BB_STATUS_NAN_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_5_SUM,0.0
numeric__BURO_BAL_BB_STATUS_5_MAX,0.0
numeric__BURO_BAL_BB_STATUS_5_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_4_SUM,0.0
numeric__BURO_BAL_BB_STATUS_4_MAX,0.0
numeric__BURO_BAL_BB_STATUS_4_MEAN,0.0
numeric__BURO_BAL_BB_STATUS_3_SUM,0.0
numeric__BURO_BAL_BB_STATUS_3_MAX,0.0
numeric__BURO_BAL_BB_STATUS_3_MEAN,0.0
numeric__CC_AMT_DRAWINGS_POS_CURRENT_MIN,0.0
numeric__CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0.0
numeric__CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0.0
numeric__CC_AMT_TOTAL_RECEIVABLE_SUM,0.0
numeric__CC_AMT_TOTAL_RECEIVABLE_MIN,0.0
numeric__BURO_BAL_BB_STATUS_2_SUM,0.0
numeric__BURO_BAL_BB_STATUS_2_MAX,0.0
numeric__CC_CNT_INSTALMENT_MATURE_CUM_MIN,0.0
numeric__CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0.0
numeric__CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0.0
numeric__BURO_CREDIT_CURRENCY_NUNIQUE,0.0
numeric__BURO_TYPE_NAN_RATE,0.0
numeric__BURO_TYPE_UNKNOWN TYPE OF LOAN_RATE,0.0
numeric__BURO_TYPE_REAL ESTATE LOAN_RATE,0.0
numeric__BURO_TYPE_MOBILE OPERATOR LOAN_RATE,0.0
numeric__BURO_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT_RATE,0.0
numeric__BURO_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT_RATE,0.0
numeric__BURO_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING)_RATE,0.0
numeric__CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.0
numeric__BURO_TYPE_LOAN FOR BUSINESS DEVELOPMENT_RATE,0.0
numeric__BURO_TYPE_INTERBANK CREDIT_RATE,0.0
numeric__BURO_TYPE_CASH LOAN (NON-EARMARKED)_RATE,0.0
numeric__BURO_TYPE_ANOTHER TYPE OF LOAN_RATE,0.0
numeric__BURO_TYPE_NAN,0.0
numeric__BURO_TYPE_UNKNOWN TYPE OF LOAN,0.0
numeric__BURO_TYPE_REAL ESTATE LOAN,0.0
numeric__BURO_TYPE_MOBILE OPERATOR LOAN,0.0
numeric__BURO_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT,0.0
numeric__BURO_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT,0.0
numeric__BURO_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING),0.0
numeric__CC_SK_DPD_MIN,0.0
numeric__CC_STATUS_NAN_RATE,0.0
numeric__CC_STATUS_SIGNED_RATE,0.0
numeric__CC_STATUS_REFUSED_RATE,0.0
numeric__CC_STATUS_DEMAND_RATE,0.0
numeric__CC_STATUS_APPROVED_RATE,0.0
numeric__CC_STATUS_NAN,0.0
numeric__CC_STATUS_SIGNED,0.0
numeric__CC_STATUS_SENT PROPOSAL,0.0
numeric__CC_STATUS_REFUSED,0.0
numeric__CC_STATUS_DEMAND,0.0
numeric__CC_STATUS_APPROVED,0.0
numeric__CC_CC_DRAWING_LIMIT_RATIO_MIN,0.0
numeric__CC_SK_DPD_DEF_SUM,0.0
numeric__CC_SK_DPD_DEF_MIN,0.0
numeric__missingindicator_DEF_60_CNT_SOCIAL_CIRCLE,0.0
numeric__missingindicator_OBS_60_CNT_SOCIAL_CIRCLE,0.0
numeric__missingindicator_DEF_30_CNT_SOCIAL_CIRCLE,0.0
numeric__missingindicator_OBS_30_CNT_SOCIAL_CIRCLE,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_YEAR,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_QRT,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_MON,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_WEEK,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_DAY,0.0
numeric__missingindicator_DAYS_LAST_PHONE_CHANGE,0.0
numeric__missingindicator_EXT_SOURCE_2,0.0
numeric__missingindicator_CNT_FAM_MEMBERS,0.0
numeric__missingindicator_AMT_GOODS_PRICE,0.0
numeric__missingindicator_AMT_ANNUITY,0.0
numeric__missingindicator_BASEMENTAREA_MODE,0.0
numeric__missingindicator_APARTMENTS_MODE,0.0
numeric__missingindicator_LIVINGAREA_AVG,0.0
numeric__missingindicator_LIVINGAPARTMENTS_AVG,0.0
numeric__missingindicator_LANDAREA_AVG,0.0
numeric__missingindicator_FLOORSMIN_AVG,0.0
numeric__missingindicator_FLOORSMAX_AVG,0.0
numeric__missingindicator_ENTRANCES_AVG,0.0
numeric__missingindicator_COMMONAREA_AVG,0.0
numeric__missingindicator_YEARS_BUILD_AVG,0.0
numeric__missingindicator_APARTMENTS_AVG,0.0
numeric__missingindicator_YEARS_BUILD_MEDI,0.0
numeric__missingindicator_YEARS_BEGINEXPLUATATION_MEDI,0.0
numeric__missingindicator_BASEMENTAREA_MEDI,0.0
numeric__missingindicator_APARTMENTS_MEDI,0.0
numeric__missingindicator_NONLIVINGAPARTMENTS_MODE,0.0
numeric__missingindicator_LIVINGAPARTMENTS_MODE,0.0
numeric__missingindicator_LANDAREA_MODE,0.0
numeric__missingindicator_FLOORSMIN_MODE,0.0
numeric__missingindicator_FLOORSMAX_MODE,0.0
numeric__missingindicator_ENTRANCES_MODE,0.0
numeric__missingindicator_ELEVATORS_MODE,0.0
numeric__missingindicator_COMMONAREA_MODE,0.0
numeric__missingindicator_YEARS_BUILD_MODE,0.0
numeric__missingindicator_YEARS_BEGINEXPLUATATION_MODE,0.0
numeric__missingindicator_ANNUITY_INCOME_RATIO,0.0
numeric__missingindicator_PHONE_CHANGE_AGE_RATIO,0.0
numeric__missingindicator_PHONE_CHANGE_YEARS,0.0
numeric__missingindicator_EMPLOYMENT_AGE_RATIO,0.0
numeric__missingindicator_EMPLOYED_YEARS,0.0
numeric__missingindicator_TOTALAREA_MODE,0.0
numeric__missingindicator_NONLIVINGAREA_MEDI,0.0
numeric__missingindicator_NONLIVINGAPARTMENTS_MEDI,0.0
numeric__missingindicator_LIVINGAREA_MEDI,0.0
numeric__missingindicator_LIVINGAPARTMENTS_MEDI,0.0
numeric__missingindicator_LANDAREA_MEDI,0.0
numeric__missingindicator_FLOORSMIN_MEDI,0.0
numeric__missingindicator_FLOORSMAX_MEDI,0.0
numeric__missingindicator_ENTRANCES_MEDI,0.0
numeric__missingindicator_ELEVATORS_MEDI,0.0
numeric__missingindicator_COMMONAREA_MEDI,0.0
numeric__missingindicator_BUREAU_REQUEST_RECENT_TO_YEAR_RATIO,0.0
numeric__missingindicator_BUREAU_REQUEST_RECENT,0.0
numeric__missingindicator_BUREAU_REQUEST_TOTAL,0.0
numeric__missingindicator_SOCIAL_DEFAULT_TOTAL,0.0
numeric__missingindicator_SOCIAL_DEFAULT_RATIO_60,0.0
numeric__missingindicator_SOCIAL_DEFAULT_RATIO_30,0.0
numeric__missingindicator_EXT_SOURCE_STD,0.0
numeric__missingindicator_EXT_SOURCE_MAX,0.0
numeric__missingindicator_EXT_SOURCE_MIN,0.0
numeric__missingindicator_EXT_SOURCE_MEAN,0.0
numeric__missingindicator_ANNUITY_PER_PERSON,0.0
numeric__missingindicator_CREDIT_PER_PERSON,0.0
numeric__missingindicator_CHILDREN_RATIO,0.0
numeric__missingindicator_INCOME_PER_PERSON,0.0
numeric__missingindicator_CREDIT_TERM_APPROX,0.0
numeric__missingindicator_GOODS_CREDIT_RATIO,0.0
numeric__BURO_ACTIVE_SOLD,0.0
numeric__BURO_ACTIVE_BAD DEBT,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_SUM,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_MIN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_MAX,0.0
numeric__missingindicator_BURO_CREDIT_DAY_OVERDUE_SUM,0.0
numeric__missingindicator_BURO_CREDIT_DAY_OVERDUE_MIN,0.0
numeric__missingindicator_BURO_CREDIT_DAY_OVERDUE_MAX,0.0
numeric__missingindicator_BURO_CREDIT_DAY_OVERDUE_MEAN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_SUM,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_MIN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_MAX,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_MEAN,0.0
numeric__missingindicator_BUILDING_FEATURE_MEAN,0.0
numeric__missingindicator_BURO_CNT_CREDIT_PROLONG_MAX,0.0
numeric__missingindicator_BURO_CNT_CREDIT_PROLONG_MEAN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_MAX_OVERDUE_SUM,0.0
numeric__missingindicator_BURO_AMT_CREDIT_MAX_OVERDUE_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_MAX_OVERDUE_MAX,0.0
numeric__missingindicator_BURO_DAYS_ENDDATE_FACT_SUM,0.0
numeric__missingindicator_BURO_DAYS_ENDDATE_FACT_MIN,0.0
numeric__missingindicator_BURO_DAYS_ENDDATE_FACT_MAX,0.0
numeric__BURO_TYPE_LOAN FOR BUSINESS DEVELOPMENT,0.0
numeric__BURO_TYPE_INTERBANK CREDIT,0.0
numeric__BURO_TYPE_CASH LOAN (NON-EARMARKED),0.0
numeric__BURO_TYPE_ANOTHER TYPE OF LOAN,0.0
numeric__BURO_ACTIVE_NAN_RATE,0.0
numeric__BURO_ACTIVE_BAD DEBT_RATE,0.0
numeric__BURO_ACTIVE_NAN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_UPDATE_MEAN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_OVERDUE_SUM,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_OVERDUE_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_OVERDUE_MAX,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_LIMIT_SUM,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_DEBT_SUM,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_DEBT_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_DEBT_MAX,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_SUM,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_MAX,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_MEAN,0.0
numeric__missingindicator_BURO_CNT_CREDIT_PROLONG_SUM,0.0
numeric__missingindicator_BURO_CNT_CREDIT_PROLONG_MIN,0.0
numeric__missingindicator_BURO_BURO_OVERDUE_CREDIT_RATIO_MIN,0.0
numeric__missingindicator_BURO_BURO_DEBT_CREDIT_RATIO_SUM,0.0
numeric__missingindicator_BURO_BURO_DEBT_CREDIT_RATIO_MIN,0.0
numeric__missingindicator_BURO_BURO_DEBT_CREDIT_RATIO_MAX,0.0
numeric__missingindicator_BURO_AMT_ANNUITY_SUM,0.0
numeric__missingindicator_BURO_AMT_ANNUITY_MIN,0.0
numeric__missingindicator_BURO_AMT_ANNUITY_MAX,0.0
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_SUM,0.0
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_MIN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_UPDATE_SUM,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_UPDATE_MIN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_UPDATE_MAX,0.0
numeric__missingindicator_BURO_TYPE_ANOTHER TYPE OF LOAN,0.0
numeric__missingindicator_BURO_ACTIVE_NAN_RATE,0.0
numeric__missingindicator_BURO_ACTIVE_SOLD_RATE,0.0
numeric__missingindicator_BURO_ACTIVE_CLOSED_RATE,0.0
numeric__missingindicator_BURO_ACTIVE_BAD DEBT_RATE,0.0
numeric__missingindicator_BURO_ACTIVE_ACTIVE_RATE,0.0
numeric__missingindicator_BURO_ACTIVE_NAN,0.0
numeric__missingindicator_BURO_ACTIVE_SOLD,0.0
numeric__missingindicator_BURO_ACTIVE_CLOSED,0.0
numeric__missingindicator_BURO_ACTIVE_BAD DEBT,0.0
numeric__missingindicator_BURO_ACTIVE_ACTIVE,0.0
numeric__missingindicator_BURO_BURO_ENDDATE_CREDIT_GAP_SUM,0.0
numeric__missingindicator_BURO_BURO_ENDDATE_CREDIT_GAP_MIN,0.0
numeric__missingindicator_BURO_BURO_ENDDATE_CREDIT_GAP_MAX,0.0
numeric__missingindicator_BURO_BURO_ENDDATE_CREDIT_GAP_MEAN,0.0
numeric__missingindicator_BURO_BURO_OVERDUE_CREDIT_RATIO_SUM,0.0
numeric__missingindicator_BURO_TYPE_ANOTHER TYPE OF LOAN_RATE,0.0
numeric__missingindicator_BURO_TYPE_NAN,0.0
numeric__missingindicator_BURO_TYPE_UNKNOWN TYPE OF LOAN,0.0
numeric__missingindicator_BURO_TYPE_REAL ESTATE LOAN,0.0
numeric__missingindicator_BURO_TYPE_MORTGAGE,0.0
numeric__missingindicator_BURO_TYPE_MOBILE OPERATOR LOAN,0.0
numeric__missingindicator_BURO_TYPE_MICROLOAN,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING),0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR BUSINESS DEVELOPMENT,0.0
numeric__missingindicator_BURO_TYPE_INTERBANK CREDIT,0.0
numeric__missingindicator_BURO_TYPE_CREDIT CARD,0.0
numeric__missingindicator_BURO_TYPE_CONSUMER CREDIT,0.0
numeric__missingindicator_BURO_TYPE_CASH LOAN (NON-EARMARKED),0.0
numeric__missingindicator_BURO_TYPE_CAR LOAN,0.0
numeric__missingindicator_BURO_CREDIT_CURRENCY_NUNIQUE,0.0
numeric__missingindicator_BURO_TYPE_NAN_RATE,0.0
numeric__missingindicator_BURO_TYPE_UNKNOWN TYPE OF LOAN_RATE,0.0
numeric__missingindicator_BURO_TYPE_REAL ESTATE LOAN_RATE,0.0
numeric__missingindicator_BURO_TYPE_MORTGAGE_RATE,0.0
numeric__missingindicator_BURO_TYPE_MOBILE OPERATOR LOAN_RATE,0.0
numeric__missingindicator_BURO_TYPE_MICROLOAN_RATE,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT_RATE,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT_RATE,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING)_RATE,0.0
numeric__missingindicator_BURO_TYPE_LOAN FOR BUSINESS DEVELOPMENT_RATE,0.0
numeric__missingindicator_BURO_TYPE_INTERBANK CREDIT_RATE,0.0
numeric__missingindicator_BURO_TYPE_CREDIT CARD_RATE,0.0
numeric__missingindicator_BURO_TYPE_CONSUMER CREDIT_RATE,0.0
numeric__missingindicator_BURO_TYPE_CASH LOAN (NON-EARMARKED)_RATE,0.0
numeric__missingindicator_BURO_TYPE_CAR LOAN_RATE,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_0_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_0_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_0_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_COUNT_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_COUNT_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_COUNT_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MIN_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MIN_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MIN_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MAX_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MAX_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MAX_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MEAN_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MEAN_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_MONTHS_BALANCE_MEAN_MEAN,0.0
numeric__missingindicator_BURO_CREDIT_TYPE_NUNIQUE,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_C_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_5_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_5_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_5_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_4_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_4_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_4_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_3_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_3_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_3_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_2_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_2_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_2_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_1_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_1_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_1_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_2_RATE_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_2_RATE_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_1_RATE_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_1_RATE_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_1_RATE_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_0_RATE_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_0_RATE_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_0_RATE_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_NAN_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_NAN_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_NAN_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_X_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_X_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_X_MEAN,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_C_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_C_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_X_RATE_SUM,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_X_RATE_MAX,0.0
