source_column,total_gain,max_gain,transformed_feature_count,positive_transformed_feature_count,source_column_exists
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY,46.856201171875,46.856201171875,2,1,True
CC_MONTHS_BALANCE_MIN,46.421199798583984,46.421199798583984,2,1,True
PREV_PRODUCT_COMBINATION_CASH STREET: HIGH,46.00859832763672,46.00859832763672,2,1,True
PREV_NAME_GOODS_CATEGORY_HOMEWARES,45.42449951171875,45.42449951171875,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A NEW CAR_RATE,45.22299957275391,45.22299957275391,2,1,True
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,43.60240173339844,43.60240173339844,2,1,True
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,43.18569946289063,43.18569946289063,2,1,True
PREV_RATE_INTEREST_PRIMARY_SUM,41.97579956054688,41.97579956054688,2,1,True
ELEVATORS_MODE,41.887298583984375,41.887298583984375,2,1,True
PREV_NAME_GOODS_CATEGORY_SPORT AND LEISURE_RATE,41.2765998840332,41.2765998840332,2,1,True
BURO_CNT_CREDIT_PROLONG_MEAN,41.088600158691406,41.088600158691406,2,1,True
PREV_NAME_TYPE_SUITE_GROUP OF PEOPLE_RATE,40.83539962768555,40.83539962768555,2,1,True
LIVE_REGION_NOT_WORK_REGION,39.78020095825195,39.78020095825195,1,1,True
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY,38.24580001831055,38.24580001831055,2,1,True
PREV_NAME_CONTRACT_STATUS_UNUSED OFFER,37.9536018371582,37.9536018371582,2,1,True
PREV_PRODUCT_COMBINATION_CASH STREET: MIDDLE,36.982200622558594,36.982200622558594,2,1,True
"PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER_RATE",36.487300872802734,36.487300872802734,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY,35.687400817871094,35.687400817871094,2,1,True
CC_MONTHS_BALANCE_MAX,35.18960189819336,35.18960189819336,2,1,True
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,34.65190124511719,34.65190124511719,2,1,True
PREV_CODE_REJECT_REASON_XAP,34.44879913330078,34.44879913330078,2,1,True
PREV_NFLAG_LAST_APPL_IN_DAY_SUM,32.45690155029297,32.45690155029297,2,1,True
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,29.425899505615234,29.425899505615234,2,1,True
PREV_CHANNEL_TYPE_STONE,29.043800354003903,29.043800354003903,2,1,True
POS_POS_COMPLETION_RATIO_MAX,27.008899688720703,27.008899688720703,2,1,True
PREV_AMT_GOODS_PRICE_SUM,25.27140045166016,25.27140045166016,2,1,True
BURO_CNT_CREDIT_PROLONG_MAX,23.99799919128418,23.99799919128418,2,1,True
PREV_NAME_CLIENT_TYPE_NEW,23.65839958190918,23.65839958190918,2,1,True
AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.0,2,0,True
BURO_ACTIVE_BAD DEBT,0.0,0.0,2,0,True
BURO_ACTIVE_BAD DEBT_RATE,0.0,0.0,2,0,True
BURO_ACTIVE_NAN,0.0,0.0,2,0,True
BURO_ACTIVE_NAN_RATE,0.0,0.0,2,0,True
BURO_ACTIVE_SOLD,0.0,0.0,2,0,True
BURO_AMT_CREDIT_SUM_OVERDUE_MIN,0.0,0.0,2,0,True
BURO_BAL_BB_BAD_STATUS_COUNT_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_2_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_2_RATE_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_2_RATE_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_2_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_3_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_3_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_3_RATE_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_3_RATE_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_3_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_4_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_4_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_4_RATE_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_4_RATE_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_4_RATE_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_4_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_5_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_5_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_5_RATE_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_5_RATE_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_5_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_NAN_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_NAN_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_NAN_RATE_MAX,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_NAN_RATE_MEAN,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_NAN_RATE_SUM,0.0,0.0,2,0,True
BURO_BAL_BB_STATUS_NAN_SUM,0.0,0.0,2,0,True
BURO_BURO_OVERDUE_CREDIT_RATIO_MIN,0.0,0.0,2,0,True
BURO_BURO_OVERDUE_CREDIT_RATIO_SUM,0.0,0.0,2,0,True
BURO_CNT_CREDIT_PROLONG_MIN,0.0,0.0,2,0,True
BURO_CNT_CREDIT_PROLONG_SUM,0.0,0.0,2,0,True
BURO_CREDIT_CURRENCY_NUNIQUE,0.0,0.0,2,0,True
BURO_CREDIT_DAY_OVERDUE_MAX,0.0,0.0,2,0,True
BURO_CREDIT_DAY_OVERDUE_MEAN,0.0,0.0,2,0,True
BURO_CREDIT_DAY_OVERDUE_MIN,0.0,0.0,2,0,True
BURO_CREDIT_DAY_OVERDUE_SUM,0.0,0.0,2,0,True
BURO_TYPE_ANOTHER TYPE OF LOAN,0.0,0.0,2,0,True
BURO_TYPE_ANOTHER TYPE OF LOAN_RATE,0.0,0.0,2,0,True
BURO_TYPE_CASH LOAN (NON-EARMARKED),0.0,0.0,2,0,True
BURO_TYPE_CASH LOAN (NON-EARMARKED)_RATE,0.0,0.0,2,0,True
BURO_TYPE_INTERBANK CREDIT,0.0,0.0,2,0,True
BURO_TYPE_INTERBANK CREDIT_RATE,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR BUSINESS DEVELOPMENT,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR BUSINESS DEVELOPMENT_RATE,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING),0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING)_RATE,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT_RATE,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT,0.0,0.0,2,0,True
BURO_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT_RATE,0.0,0.0,2,0,True
BURO_TYPE_MOBILE OPERATOR LOAN,0.0,0.0,2,0,True
BURO_TYPE_MOBILE OPERATOR LOAN_RATE,0.0,0.0,2,0,True
BURO_TYPE_NAN,0.0,0.0,2,0,True
BURO_TYPE_NAN_RATE,0.0,0.0,2,0,True
BURO_TYPE_REAL ESTATE LOAN,0.0,0.0,2,0,True
BURO_TYPE_REAL ESTATE LOAN_RATE,0.0,0.0,2,0,True
BURO_TYPE_UNKNOWN TYPE OF LOAN,0.0,0.0,2,0,True
BURO_TYPE_UNKNOWN TYPE OF LOAN_RATE,0.0,0.0,2,0,True
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0.0,0.0,2,0,True
CC_AMT_DRAWINGS_CURRENT_MIN,0.0,0.0,2,0,True
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0.0,0.0,2,0,True
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0.0,0.0,2,0,True
CC_AMT_DRAWINGS_POS_CURRENT_MIN,0.0,0.0,2,0,True
CC_AMT_INST_MIN_REGULARITY_MIN,0.0,0.0,2,0,True
CC_AMT_TOTAL_RECEIVABLE_MIN,0.0,0.0,2,0,True
CC_AMT_TOTAL_RECEIVABLE_SUM,0.0,0.0,2,0,True
CC_CC_DRAWING_LIMIT_RATIO_MIN,0.0,0.0,2,0,True
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0.0,0.0,2,0,True
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.0,0.0,2,0,True
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0.0,0.0,2,0,True
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0.0,0.0,2,0,True
CC_CNT_INSTALMENT_MATURE_CUM_MIN,0.0,0.0,2,0,True
CC_SK_DPD_DEF_MIN,0.0,0.0,2,0,True
CC_SK_DPD_DEF_SUM,0.0,0.0,2,0,True
CC_SK_DPD_MIN,0.0,0.0,2,0,True
CC_STATUS_APPROVED,0.0,0.0,2,0,True
CC_STATUS_APPROVED_RATE,0.0,0.0,2,0,True
CC_STATUS_DEMAND,0.0,0.0,2,0,True
CC_STATUS_DEMAND_RATE,0.0,0.0,2,0,True
CC_STATUS_NAN,0.0,0.0,2,0,True
CC_STATUS_NAN_RATE,0.0,0.0,2,0,True
CC_STATUS_REFUSED,0.0,0.0,2,0,True
CC_STATUS_REFUSED_RATE,0.0,0.0,2,0,True
CC_STATUS_SENT PROPOSAL,0.0,0.0,2,0,True
CC_STATUS_SIGNED,0.0,0.0,2,0,True
CC_STATUS_SIGNED_RATE,0.0,0.0,2,0,True
FLAG_EMAIL,0.0,0.0,1,0,True
INST_INST_LATE_PAYMENT_FLAG_MAX,0.0,0.0,2,0,True
INST_INST_LATE_PAYMENT_FLAG_MIN,0.0,0.0,2,0,True
INST_INST_UNDERPAYMENT_FLAG_MAX,0.0,0.0,2,0,True
INST_INST_UNDERPAYMENT_FLAG_MIN,0.0,0.0,2,0,True
INST_NUM_INSTALMENT_NUMBER_MIN,0.0,0.0,2,0,True
INST_NUM_INSTALMENT_VERSION_MIN,0.0,0.0,2,0,True
IS_NIGHT_APPLICATION,0.0,0.0,1,0,True
LIVE_CITY_NOT_WORK_CITY,0.0,0.0,1,0,True
POS_CNT_INSTALMENT_FUTURE_MIN,0.0,0.0,2,0,True
POS_SK_DPD_DEF_MIN,0.0,0.0,2,0,True
POS_STATUS_AMORTIZED DEBT,0.0,0.0,2,0,True
POS_STATUS_AMORTIZED DEBT_RATE,0.0,0.0,2,0,True
POS_STATUS_APPROVED_RATE,0.0,0.0,2,0,True
POS_STATUS_CANCELED,0.0,0.0,2,0,True
POS_STATUS_CANCELED_RATE,0.0,0.0,2,0,True
POS_STATUS_DEMAND,0.0,0.0,2,0,True
POS_STATUS_DEMAND_RATE,0.0,0.0,2,0,True
POS_STATUS_NAN,0.0,0.0,2,0,True
POS_STATUS_NAN_RATE,0.0,0.0,2,0,True
POS_STATUS_RETURNED TO THE STORE,0.0,0.0,2,0,True
POS_STATUS_XNA,0.0,0.0,2,0,True
POS_STATUS_XNA_RATE,0.0,0.0,2,0,True
PREV_CHANNEL_TYPE_CAR DEALER,0.0,0.0,2,0,True
PREV_CHANNEL_TYPE_CAR DEALER_RATE,0.0,0.0,2,0,True
PREV_CHANNEL_TYPE_NAN,0.0,0.0,2,0,True
PREV_CHANNEL_TYPE_NAN_RATE,0.0,0.0,2,0,True
PREV_CNT_PAYMENT_MIN,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_CLIENT,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_CLIENT_RATE,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_NAN,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_NAN_RATE,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_SYSTEM,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_SYSTEM_RATE,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_VERIF,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_VERIF_RATE,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_XNA,0.0,0.0,2,0,True
PREV_CODE_REJECT_REASON_XNA_RATE,0.0,0.0,2,0,True
PREV_FLAG_LAST_APPL_PER_CONTRACT_N,0.0,0.0,2,0,True
PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN,0.0,0.0,2,0,True
PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN_RATE,0.0,0.0,2,0,True
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_RATE,0.0,0.0,2,0,True
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y,0.0,0.0,2,0,True
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUILDING A HOUSE OR AN ANNEX,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUILDING A HOUSE OR AN ANNEX_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUSINESS DEVELOPMENT,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUSINESS DEVELOPMENT_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A GARAGE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A GARAGE_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOLIDAY HOME / LAND,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOLIDAY HOME / LAND_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOME,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A HOME_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A NEW CAR,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A USED CAR,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_BUYING A USED CAR_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_CAR REPAIRS,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_CAR REPAIRS_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAY EXPENSES,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAY EXPENSES_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATION / WATER SUPPLY,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATION / WATER SUPPLY_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_HOBBY,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_HOBBY_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_MONEY FOR A THIRD PERSON,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_MONEY FOR A THIRD PERSON_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_NAN,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_OTHER,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTS ON OTHER LOANS,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTS ON OTHER LOANS_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_PURCHASE OF ELECTRONIC EQUIPMENT,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_PURCHASE OF ELECTRONIC EQUIPMENT_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_REFUSAL TO NAME THE GOAL,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_REFUSAL TO NAME THE GOAL_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_URGENT NEEDS,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_URGENT NEEDS_RATE,0.0,0.0,2,0,True
PREV_NAME_CASH_LOAN_PURPOSE_WEDDING / GIFT / HOLIDAY_RATE,0.0,0.0,2,0,True
PREV_NAME_CLIENT_TYPE_NAN,0.0,0.0,2,0,True
PREV_NAME_CLIENT_TYPE_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_CLIENT_TYPE_XNA,0.0,0.0,2,0,True
PREV_NAME_CLIENT_TYPE_XNA_RATE,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_STATUS_NAN,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_STATUS_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_TYPE_CASH LOANS,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_TYPE_NAN,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_TYPE_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_TYPE_REVOLVING LOANS,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_TYPE_XNA,0.0,0.0,2,0,True
PREV_NAME_CONTRACT_TYPE_XNA_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_ADDITIONAL SERVICE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_ADDITIONAL SERVICE_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_ANIMALS,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_ANIMALS_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_AUTO ACCESSORIES_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_CLOTHING AND ACCESSORIES,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_COMPUTERS,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_DIRECT SALES,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_EDUCATION,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_EDUCATION_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_FITNESS,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_FITNESS_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_GARDENING,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_HOMEWARES_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_HOUSE CONSTRUCTION,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_HOUSE CONSTRUCTION_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_INSURANCE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_INSURANCE_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_JEWELRY,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_MEDICAL SUPPLIES,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_MEDICINE_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_NAN,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_OFFICE APPLIANCES,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_OFFICE APPLIANCES_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_OTHER,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_OTHER_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_TOURISM,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_TOURISM_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_VEHICLES,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_VEHICLES_RATE,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_WEAPON,0.0,0.0,2,0,True
PREV_NAME_GOODS_CATEGORY_WEAPON_RATE,0.0,0.0,2,0,True
PREV_NAME_PAYMENT_TYPE_CASHLESS FROM THE ACCOUNT OF THE EMPLOYER,0.0,0.0,2,0,True
PREV_NAME_PAYMENT_TYPE_CASHLESS FROM THE ACCOUNT OF THE EMPLOYER_RATE,0.0,0.0,2,0,True
PREV_NAME_PAYMENT_TYPE_NAN,0.0,0.0,2,0,True
PREV_NAME_PAYMENT_TYPE_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_PAYMENT_TYPE_NON-CASH FROM YOUR ACCOUNT,0.0,0.0,2,0,True
PREV_NAME_PORTFOLIO_CARDS,0.0,0.0,2,0,True
PREV_NAME_PORTFOLIO_CARS,0.0,0.0,2,0,True
PREV_NAME_PORTFOLIO_CARS_RATE,0.0,0.0,2,0,True
PREV_NAME_PORTFOLIO_NAN,0.0,0.0,2,0,True
PREV_NAME_PORTFOLIO_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_PORTFOLIO_XNA,0.0,0.0,2,0,True
PREV_NAME_PRODUCT_TYPE_NAN,0.0,0.0,2,0,True
PREV_NAME_PRODUCT_TYPE_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_AUTO TECHNOLOGY,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_INDUSTRY,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_JEWELRY,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_JEWELRY_RATE,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_MLM PARTNERS,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_MLM PARTNERS_RATE,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_NAN,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_NAN_RATE,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_TOURISM,0.0,0.0,2,0,True
PREV_NAME_SELLER_INDUSTRY_TOURISM_RATE,0.0,0.0,2,0,True
PREV_NAME_TYPE_SUITE_CHILDREN,0.0,0.0,2,0,True
PREV_NAME_TYPE_SUITE_FAMILY,0.0,0.0,2,0,True
PREV_NAME_TYPE_SUITE_GROUP OF PEOPLE,0.0,0.0,2,0,True
PREV_NAME_TYPE_SUITE_OTHER_A,0.0,0.0,2,0,True
PREV_NAME_TYPE_SUITE_OTHER_B,0.0,0.0,2,0,True
PREV_NAME_YIELD_GROUP_NAN,0.0,0.0,2,0,True
PREV_NAME_YIELD_GROUP_NAN_RATE,0.0,0.0,2,0,True
PREV_NFLAG_INSURED_ON_APPROVAL_MAX,0.0,0.0,2,0,True
PREV_NFLAG_INSURED_ON_APPROVAL_MIN,0.0,0.0,2,0,True
PREV_NFLAG_LAST_APPL_IN_DAY_MAX,0.0,0.0,2,0,True
PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0.0,0.0,2,0,True
PREV_NFLAG_LAST_APPL_IN_DAY_MIN,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_CASH STREET: LOW,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_NAN,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_NAN_RATE,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITHOUT INTEREST,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_POS OTHER WITH INTEREST,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_POS OTHERS WITHOUT INTEREST,0.0,0.0,2,0,True
PREV_PRODUCT_COMBINATION_POS OTHERS WITHOUT INTEREST_RATE,0.0,0.0,2,0,True
PREV_RATE_INTEREST_PRIMARY_MAX,0.0,0.0,2,0,True
PREV_RATE_INTEREST_PRIMARY_MEAN,0.0,0.0,2,0,True
PREV_RATE_INTEREST_PRIMARY_MIN,0.0,0.0,2,0,True
PREV_RATE_INTEREST_PRIVILEGED_MEAN,0.0,0.0,2,0,True
PREV_RATE_INTEREST_PRIVILEGED_MIN,0.0,0.0,2,0,True
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY,0.0,0.0,2,0,True
PREV_WEEKDAY_APPR_PROCESS_START_NAN,0.0,0.0,2,0,True
PREV_WEEKDAY_APPR_PROCESS_START_NAN_RATE,0.0,0.0,2,0,True
REGION_RATING_DIFF,0.0,0.0,1,0,True
REG_CITY_NOT_WORK_CITY,0.0,0.0,1,0,True
REG_REGION_NOT_LIVE_REGION,0.0,0.0,1,0,True
